start,end,value
33834,33834,0.022445313998600464
388653,388653,0.023282097706313
469120,469120,0.03571709280464582
469154,469154,0.02316002989271431
648733,648733,0.022866359500578467
733291,733291,0.024669071124593437
825958,825958,0.03595945933309533
825987,825987,0.029856068653162465
897304,897304,0.03136334078629372
1165361,1165361,0.027328026542546832
1165392,1165392,0.028228497805180382
1339425,1339425,0.021587301105914298
1678916,1678916,0.02556246599223578
2114614,2114614,0.0263125638613058
2284994,2284994,0.02450808313854297
2540948,2540948,0.033342962285089324
2646740,2646740,0.029201502116474026
2716870,2716870,0.03700322759430132
3060426,3060426,0.030503558794859692
8280512,8280512,-0.01638109621951168
8331065,8331065,-0.019919293715125
8460239,8460239,-0.019919293715125
8460488,8460488,-0.019919293715125
8505435,8505435,-0.021688392462931656
9023852,9023852,-0.019919293715125
9707545,9707545,-0.007535602480478511
9811248,9811248,-0.012842898723898488
10148456,10148456,-0.01461199747170502
10399422,10399422,-0.01107379997609183
10399473,10399473,-0.01107379997609183
10917554,10917554,-0.012842898723898488
11006674,11006674,-0.01638109621951168
11006687,11006687,-0.01638109621951168
11184616,11184616,-0.012842898723898488
11184616,11184616,-0.012842898723898488
11268468,11268468,-0.018150194967318338
11268512,11268512,-0.018150194967318338
11436063,11436063,-0.01638109621951168
11869847,11869847,-0.01461199747170502
12042057,12042057,-0.018150194967318338
12645863,12645863,-0.00930470122828517
13166684,13166684,-0.012842898723898488
13249507,13249507,-0.01107379997609183
13770282,13770282,-0.01461199747170502
13943354,13943354,-0.012842898723898488
14116976,14116976,-0.019919293715125
14291255,14291255,-0.023457491210738188
14291292,14291292,-0.023457491210738188
14463589,14463589,-0.021688392462931656
14550155,14550155,-0.021688392462931656
14635259,14635259,-0.01461199747170502
15152606,15152606,-0.019919293715125
15413535,15413535,-0.018150194967318338
16104185,16104185,-0.019919293715125
16361769,16361769,-0.019919293715125
16620927,16620927,-0.018150194967318338
16796428,16796428,-0.018150194967318338
17565565,17565565,-0.012842898723898488
17921987,17921987,-0.007535602480478511
18439038,18439038,-0.019919293715125
18701377,18701377,-0.018150194967318338
19042530,19042530,-0.012842898723898488
19566682,19566682,-0.01461199747170502
19989028,19989028,-0.007535602480478511
20338215,20338215,-0.0004592074892520018
20592550,20592550,-0.003997404984865319
20682878,20682878,-0.005766503732671852
20938469,20938469,-0.012842898723898488
21025896,21025896,-0.012842898723898488
21110680,21110680,-0.01461199747170502
21375465,21375465,-0.00930470122828517
21453936,21453936,-0.007535602480478511
21729920,21729920,-0.005766503732671852
21897037,21897037,-0.00930470122828517
21993360,21993360,-0.00930470122828517
22066783,22066783,-0.00930470122828517
22244625,22244625,-0.007535602480478511
22331627,22331627,-0.01107379997609183
22580088,22580088,-0.005766503732671852
23015566,23015566,-0.003997404984865319
23102043,23102043,-0.005766503732671852
23273243,23273243,-0.003997404984865319
23361587,23361587,-0.005766503732671852
23443825,23443825,-0.00930470122828517
23808462,23808462,-0.012842898723898488
23966471,23966471,-0.012842898723898488
24136978,24136978,-0.01107379997609183
24403569,24403569,-0.003997404984865319
24481824,24481824,-0.00930470122828517
24740893,24740893,-0.01107379997609183
25433677,25433677,-0.00930470122828517
25864684,25864684,0.008386286249781166
26298341,26298341,-0.0004592074892520018
26557180,26557180,-0.007535602480478511
26987397,26987397,-0.00930470122828517
30708698,30708698,0.0030789900063613158
30881643,30881643,-0.003997404984865319
31226525,31226525,0.001309891258554657
32350393,32350393,0.017231779988814335
32953657,32953657,0.011924483745394484
32953753,32953753,0.011924483745394484
33302965,33302965,0.008386286249781166
34090137,34090137,0.017231779988814335
34770067,34770067,0.004848088754167849
35112012,35112012,0.0030789900063613158
35112049,35112049,0.0030789900063613158
35974589,35974589,0.015462681241007676
36584004,36584004,0.006617187501974507
36755204,36755204,0.006617187501974507
37279894,37279894,0.001309891258554657
37791074,37791074,0.013693582493201018
38741395,38741395,0.010155384997587825
39175437,39175437,0.011924483745394484
40474075,40474075,0.026077273727847503
40732917,40732917,0.022539076232234185
40829701,40829701,0.019000878736620992
40910534,40910534,0.010155384997587825
40990095,40990095,0.011924483745394484
41160573,41160573,0.011924483745394484
41421042,41421042,0.017231779988814335
42023051,42023051,0.011924483745394484
42195795,42195795,0.006617187501974507
42626469,42626469,0.017231779988814335
43058181,43058181,0.013693582493201018
43318851,43318851,0.013693582493201018
43404832,43404832,0.013693582493201018
44267060,44267060,0.010155384997587825
44872277,44872277,0.013693582493201018
45486745,45486745,0.013693582493201018
45822992,45822992,0.010155384997587825
46429794,46429794,0.010155384997587825
46782830,46782830,0.011924483745394484
47293095,47293095,0.004848088754167849
47725516,47725516,-0.0004592074892520018
47897177,47897177,-0.003997404984865319
47897204,47897204,-0.003997404984865319
48070967,48070967,0.001309891258554657
48330460,48330460,0.004848088754167849
48415580,48415580,0.004848088754167849
48501169,48501169,-0.0022283062370586607
48684134,48684134,0.001309891258554657
48849107,48849107,0.0030789900063613158
49019122,49019122,-0.003997404984865319
49539081,49539081,-0.0022283062370586607
50481028,50481028,0.006617187501974507
50835058,50835058,-0.0004592074892520018
51097001,51097001,0.006617187501974507
