Z1,Z2,Z3,Z4,Z5
0,0.39277437664018705,0.38429830035152335,0.2283604672315018,0.38693883083607117,0.5024511046228828
1,0.5166019808243393,0.511224223292312,0.4362246072866533,0.5833185676224931,0.5020902326436313
2,0.5367421993304814,0.5313451560990848,0.5207030527436137,0.51680993637627,0.4063644412612095
3,0.6210374032443944,0.605208987265931,0.5071459873622282,0.6186331178146008,0.47783762908049354
4,0.49127039486722374,0.48419160167319547,0.06007551320797617,0.4724168337317207,0.5158682988083249
5,0.5103196030808731,0.4904078593633594,0.3590731780466661,0.5755306864242321,0.5973731144837965
6,0.438758530580132,0.42929061972015636,0.27264828201458335,0.43057498106948744,0.5488636514242442
7,0.4566176601178386,0.44260760689129436,0.24531436157076414,0.4350633459865166,0.540238179504808
8,0.46935975730157714,0.4729106780374002,0.39074919735809366,0.49224175544430215,0.45376130515453933
9,0.3861632021845112,0.3825770372940801,0.41030041406586176,0.3858849408955037,0.4075972202749185
10,0.5248036415918106,0.5355429159966686,0.4037466104199733,0.5014270636888585,0.47010565698689305
11,0.5454774291676573,0.5269283386152954,0.5692684493117953,0.5608905810342563,0.37600080319252
12,0.5586237027173331,0.5578597343481188,0.21485515280671857,0.5788481210116103,0.4227852464370626
13,0.6029875457097849,0.6089537423052821,0.4558713013150044,0.6601190785575604,0.5617639668425507
14,0.5268896059777511,0.5354105695283226,0.39090569943972603,0.5390105761273499,0.592225722775042
15,0.5424983279905201,0.5284362541501073,0.4847080143420552,0.5268982533502458,0.6467082612610909
16,0.47157766990099653,0.4765636870685607,0.49144484048161174,0.5290330401855978,0.5976049229287554
17,0.4712479886793805,0.4682805470072835,0.7999424681891867,0.5045810850708525,0.5335373137725461
18,0.48253244458695577,0.470265481965137,0.6061246001936041,0.5353649799768385,0.5385028413466023
19,0.40342194349264127,0.39159060299513976,0.35880044758247026,0.49040097593942217,0.47585293294775655
20,0.4223227865170361,0.4049175755026048,0.13382215396920047,0.4567621145288332,0.49488292313136456
21,0.42907618191160773,0.4402480951659368,0.580483247955469,0.49490502460992836,0.48772575965371373
22,0.4540060143522491,0.41880338623410873,0.4537882531159211,0.45723039466842086,0.37773804066675104
23,0.4969928216915239,0.4856461541152442,0.5233863946421263,0.49884475075320284,0.43501515558814297
24,0.5552153464030448,0.5454027471768442,0.23656393923649788,0.5736573801603151,0.4104516772868742
25,0.5044963059021926,0.5061430407411119,0.4516993191250923,0.5472282365458538,0.46749590212528497
26,0.5615802928414618,0.5501598184337094,0.3557139244675975,0.6256754687435099,0.5421751323202566
27,0.607018253235497,0.6077819010196128,0.6140934918616907,0.5951598319498401,0.5672483138851236
28,0.5244817875331202,0.5075838125588278,0.27048207523643314,0.5373086864018257,0.5837285877733476
29,0.4456910249213635,0.4252181521557477,0.5680630392880976,0.48221522096999464,0.5964152840340352
