Z1,Z2,Z3,Z4,Z5
0,2.2842836231146544,1.4398614738056328,1.2614853243251192,0.8569965344816651,2.361900424532325
1,1.4521861663443973,1.4548360369592868,0.7608634863132053,0.6720192090445876,3.871488160908572
2,0.3439521102557617,1.199720664260374,1.0044948578559647,0.45704408781080447,2.4758448476873
3,1.6931840302083672,1.0939913413036106,1.2083575488913432,0.911518172824596,1.8295300227718942
4,2.0071504626533634,0.4777005965446527,1.1369115235357035,1.1332670216376988,2.4448716613890764
5,2.3795198341813792,0.9194631450268191,1.3798042571856035,0.5996999842297488,2.1707728342697354
6,3.178683736448416,1.6608073050438148,1.1091113060479578,1.0962573721348163,2.7235014484030544
7,3.047281483679566,1.6887330781726182,1.0274667213233637,0.8722063706395254,1.5944201585310493
8,2.723574797785089,2.634507355519295,1.279462027243366,1.2294110811522705,3.1695454264633027
9,2.7594650645679475,1.9189068224458428,1.1945419592597213,0.6383492983933504,3.071506573769045
10,1.415767971162566,2.152108064708446,0.7631581947614692,1.1082163308698538,3.824612525850821
11,3.545206757898431,2.0986773323393773,1.1288178500348773,0.9989550264684991,3.004529368989166
12,2.500624713594935,0.9274394909489213,0.8404584913300581,0.7785291566358746,3.25564411586053
13,1.86777066482649,2.677317513968379,0.826222671555221,1.091709879027079,3.0778522642682704
14,2.2817252187150983,1.4947925570403062,0.8268230607822227,0.5944815771118848,1.8895878154808092
15,2.0167168671667963,1.4072852168685002,0.9138302553592804,0.98597503547977,3.2984699402438484
16,3.1613068035019007,1.5137221304058999,1.1090617661999256,0.8044601429226925,2.527282522425717
17,3.8784407802843934,1.6183440892367318,1.117416328032589,1.0945112676204158,2.13929763943145
18,4.8775704747048145,2.6863522899696677,0.9236335967371719,1.3502638949768264,2.3551751536084544
19,0.6598206573746301,2.9108751726106568,1.0568836998100972,1.0485122160362776,2.601420040882259
20,0.4466250195731298,3.449449537839048,0.6050159140817319,0.8866718819116552,4.069732705116465
21,1.0300845206069136,0.04687143001025096,0.9904089541561703,0.4605877758210862,4.961413875436548
22,2.3356522363968883,0.4722489737054655,1.0955769761479548,1.018579772462673,4.923330830343797
23,2.670546583994331,0.4278199351913231,0.8269320622310846,0.6234139267597636,1.6118128115289112
24,1.8055010333395498,1.0932591568516057,1.0917073157124846,0.3255235761710288,1.6726590078214942
25,-0.6573271671419576,1.4364767790604775,0.6184959971623423,0.4212950185370793,0.47250217884104995
26,1.4853000184470007,1.0859751556758945,1.0705457907152558,0.7099794970553014,1.8278460088064696
27,2.5117623074258097,-0.8591388164415317,1.0866148572180998,0.4556666430109213,1.700661708747027
28,2.0040383213805497,0.7906441253926287,0.874332699863586,0.6658116100254209,1.744461105951227
29,3.113148129595913,2.033169446450752,0.9105631769627278,1.1322177830775595,-0.1813024267469021
30,1.699564606458121,1.346952388295901,0.9183238273385498,0.7994282894783371,1.9072757236236846
31,1.7725542720832335,2.1725918386233696,1.0540532304218693,0.8752102676990606,3.360391969995785
32,2.9115520694217674,1.8960297638553394,1.4261832762299111,1.5835730593612958,2.32251082382424
33,2.1934628767891797,0.9831940553183609,1.1747699983193947,0.6186658699053831,3.5503437571525307
34,1.9732343158112209,1.7931910722670112,1.0441135528695018,0.6144227256715806,3.517162948120098
35,2.1682959415618934,1.5728104449261147,0.7606204305142727,0.8519167072219154,1.7027630502336901
36,1.2335274909957181,1.3525200269815065,1.0916988227586404,0.8157816865770336,3.2467384127275096
37,2.498096442460175,1.6005834366004885,0.7378346249185564,0.9433238541018676,3.2880079750797107
38,2.345938360414665,1.0754042060210867,0.9848270068544871,1.1082992021952816,2.404312494036834
39,3.1725398820438686,1.6787750930628793,0.8169928819548837,0.7847850698973737,3.317161637246017
40,3.292932742493226,1.6162799268918335,1.118931094005076,0.8734299983839231,2.1731198292088454
41,1.656694448753205,1.6738003069515746,1.0994413303437474,0.32093995700380684,3.4630607744312707
42,1.7690849679230785,2.4869513327674624,0.6384224702960463,1.0710237181689704,3.010679984898278
43,0.9696549521464191,0.8319445144733073,0.8179506758079966,0.5235945626909025,2.8978023057943845
44,2.6612961514767197,1.4338118395523505,1.0246225312275277,1.0491785323585643,4.043971407379817
45,2.1585084727406905,0.752192864059768,0.7295497350161566,0.9856933869023954,1.6462280222238599
46,1.4835020854214966,1.7246484345833835,1.0357284911881772,0.7507439472871952,2.114985570601332
47,2.2546026882907695,1.717602076691581,1.2402310600895112,1.069609746293775,2.2414004913560257
48,0.9900291304346418,0.7104815185726316,1.2351371626202696,0.5724093318860461,3.028241563584842
49,2.6175431428041973,1.4279297871282952,0.8391697209736979,0.7112940282646054,3.1174838195070196
50,1.3619106678057686,0.546772480374616,0.7674068170164211,0.6903630478753283,2.1349267080273706
51,3.2757929308366314,1.7611146555135206,1.193887676792816,0.7660586334469613,2.0443016289957567
52,2.640313838353146,1.149810499847304,1.239010470946909,1.0827666005306384,1.190442827229195
53,2.7099186169230527,2.350037292947921,0.6693862184926943,0.9524719124695549,2.5946102995871545
54,0.6235037289888915,1.6761264461512395,1.071916099438195,0.670113263376236,2.741380992186701
55,2.646033899708508,2.35665625519011,1.0653471352019528,1.2964710795052488,3.6192519548690227
56,3.025025496125915,0.6468660102122368,0.8310703468918218,1.1186183523617086,2.666470520899479
57,1.1745819095770944,2.0758763013617783,1.2260609622579763,1.0807655640891245,3.1124272658544525
58,1.9799452905659842,2.390303494458109,0.4893403429450768,1.1307088970344015,1.3763342219160557
59,2.5155369231301905,1.3018682584714623,1.0364757997978753,1.366987643446548,3.1870853503163112
60,0.24168501160581182,1.138075767273432,0.6711205326266518,0.5904319769058006,4.796066352239799
61,2.1823468645900683,1.59654737953468,1.2142881511532153,0.7677043797461152,2.3272636710049515
62,3.4654661646763736,0.703868960456905,0.6448459760233809,1.3961829652176074,2.22494543786242
63,0.6493192234058438,1.1224295635340766,1.026406648090321,0.5027651731796979,2.8950637551962926
64,2.219717626564702,2.2599433653076453,1.2313909369572913,0.6738557844864824,1.5146503784348682
65,0.453562593245517,0.3515978019907828,1.2203188666499591,0.8084908300243245,1.8185937933619798
66,1.9652024621455642,1.5615698609335116,0.895335303293927,0.8705096895990185,3.7686044252230837
67,0.6035377666419908,0.698381172087477,1.1098488917088247,1.2185628037287748,1.099325382193228
68,2.825217583196382,0.9672998276390461,0.8052563764060391,0.4306687110183856,2.2832411128830175
69,2.4857768073962685,0.4584626523151515,0.9761359265847384,0.9151483388728167,2.252488345108307
70,1.874333472735238,1.8790644324360615,1.0543487719330262,0.7538611932668812,1.854270871216149
71,1.2281929125315485,1.8209144587950121,1.2401011862499323,0.9714982799210071,1.5858687766277904
72,3.7398501125247323,1.6507520202647448,0.8899028884798456,1.2077218485749952,3.0859919448363202
73,4.038300951519735,0.7342240661116097,1.27793427331396,0.733770599646356,2.2987392167791407
74,-0.22515403392344369,2.436521095735296,1.0299232013006705,0.6552526048052522,2.3213705082107534
75,2.9833143082699607,2.450344540835672,1.390106375240282,0.503383247408248,1.4301350507955293
76,4.177647727676414,0.22962407546620572,1.2573675123648984,1.2193179724495724,4.344027666205111
77,2.412819961499613,2.129327111056662,1.0696815928648686,0.9033129766184207,3.542726994321296
78,0.21909000096064846,2.4626382459028426,1.4001937654990377,0.35705297249621637,1.616853328780937
79,2.9562522543796397,1.695546378130945,0.7385474816713368,0.8411237200512856,3.099356084959599
80,2.065176071842467,0.4175514048008869,0.4419654494791345,1.1215769288226287,4.460788803227084
81,0.8613235356573974,1.5950128042957281,1.170786672692613,0.34321720693822616,2.2883886042593415
82,-0.10764909111949728,0.6910381084038878,0.8564903489347184,0.14462957344212046,1.4866806460500281
83,2.8202220609497934,0.817557290336135,1.0608732547752187,1.153036646061535,2.3941203903556816
84,2.642418835546193,-0.30502308074873774,0.921247524701032,0.6153409865850843,1.1645859051456897
85,0.7227788661902929,1.3828181115029192,1.0022093633039308,0.2927508584568025,2.4787936404322366
86,3.0717154350106908,2.3487746491123174,0.9554074678502847,1.3575569890644426,0.9622275923202579
87,1.0127786019299236,0.7774993368485857,1.0494096119155802,1.147445504028592,2.6157321582932993
88,2.787302428710143,2.055456098159147,0.7257217145208866,0.7710055207956454,3.3634893262473415
89,2.3382853408579933,0.9960063339423797,0.9405510252902743,1.1586594610693246,1.8388242354815725
90,1.9110152579384267,2.0673537071336106,0.8314903148691274,0.9761342761935743,3.4197070135568404
91,1.9006600589651388,1.6493802573477938,1.3060240257236622,0.9134557010025336,2.3872482550946503
92,2.824155223054553,1.2060911309049966,0.7142119898794621,0.7418431660644578,3.9242969130870122
93,2.555650156031556,1.0606593934556439,1.0536309361606115,0.6174704732873186,2.580505170216365
94,2.6386937543782625,2.033190553728469,0.8503931482757529,0.8850127439786953,1.8813527481810977
95,2.043845077052883,1.6813288552778471,0.927813065152257,0.7947416261768894,1.6652468719245703
96,1.8148497234801666,1.5763321108409736,0.6520011346811834,0.588616784130616,2.9694332707651436
97,2.697536929877583,1.448010195616224,1.0654744041394866,0.9021825412046833,2.4578288930202437
98,2.188716814963971,1.2033676063034755,0.9419798577576811,0.8080373771706937,2.3340185695805187
99,2.675324398632424,1.8127937019957983,1.2091065720199188,0.8349967832488703,2.261712606040729
100,1.751247214055936,1.6244774354005815,1.289580627180337,0.9502832093655741,2.2834329514730416
101,-0.9785121760431001,1.5725364435174498,0.9810126563633099,0.5730925804376548,2.988081719509071
102,3.1164480308344213,1.199614018628221,1.0882679259499597,0.8141058137303978,2.6486517113536356
103,4.200663876287594,-0.8899722586142598,0.9294391913697896,0.6256795745394744,2.444776480919332
104,2.2077843722947503,1.9037971059534047,1.0565069375085943,0.5906773742728179,2.502100270180678
105,1.781145010424445,2.8317804804376108,0.6445004518614079,0.7464151442331455,-0.5163234840125691
106,1.7395881408437146,1.4351264197356761,1.0974208479848626,0.7645372795436063,3.2723985802798166
107,1.7753121274976187,1.153073241347021,1.2891354939636481,0.7652865985952438,4.151638183406195
108,2.1298394342001132,1.3284007836607081,0.9800454814844277,1.0221508685171683,2.3725947888844816
109,0.6361888800273345,1.1131279708972448,0.9396180783489636,0.7243838050248941,2.617161704021159
110,1.4646814776325572,1.524372985284887,0.986545655333394,0.8642318809539331,3.1826978038856404
111,0.7765279284696386,0.31858965490406216,1.0771864292344695,0.7417721476612431,2.175242705608747
112,1.9996096632582328,0.7512076200744753,1.3030214463837575,0.5995105245637572,2.33094562233597
113,0.9147369936486932,-0.21538818881461086,1.3647045708732644,0.10874529546601297,1.2391879096925282
114,2.128388830241169,0.9833831381461751,1.1069264787766597,0.44011984408726573,2.0881383699352867
115,1.9641013960309717,0.7965907673018078,1.2026062761931782,0.9853637194224998,0.18345716019916813
116,3.197753558114271,1.6026570326797225,0.8801706334376681,0.9345500925025518,2.466587365500313
117,2.1322797346172533,1.2722634203699474,0.4189440665719767,0.7501999255096659,1.341146310861862
118,4.8247861815967,2.6534439704099824,0.6398612044185217,1.25616744106202,2.923433462226833
119,-0.2807087145107454,1.2978841149015337,0.8779586182708552,0.686370234903779,2.101026393080107
120,1.0281845594307406,3.117143243628829,1.2989369615907802,0.6813113533598156,3.353107418750244
121,3.100322247922334,-0.08780943304877004,1.0174512102553472,1.02075688489559,2.0369568953876294
122,4.7245100651180785,0.6630809792325585,1.2402037073796763,0.8247141078449626,3.8809448344788446
123,1.8822363296097366,2.3259601586423764,0.6324291942085403,0.9853106792889555,0.4382364137634229
124,2.345185419836854,3.6043065729232806,0.969097626528126,1.1610037601891572,1.1808514693947938
125,1.7635501067149155,1.3300612042066968,1.1786589276971269,0.8491100238887177,3.8298487701544506
